gender,age,customer_type,travel_type,travel_class,flight_distance,departure_delay,arrival_delay,time_convenience,online_booking,checkin_service,online_boarding,gate_location,onboard_service,seat_comfort,legroom_service,cleanliness,food_drink,inflight_service,inflight_wifi_service,inflight_entertainment,baggage_handling,satisfaction
Male,48,Returning,Business,Business,427,0,0,3,3,3,4,3,4,5,5,5,3,4,3,4,4,Satisfied
Female,30,Returning,Business,Business,1531,33,25,2,2,3,5,2,4,5,3,5,5,5,2,5,5,Satisfied
Male,54,Returning,Business,Business,2872,0,53,3,3,5,5,3,4,4,4,5,5,4,3,4,4,Satisfied
Female,59,Returning,Business,Business,1512,0,0,1,1,4,5,1,4,4,4,5,4,4,1,4,4,Satisfied
Female,42,Returning,Business,Business,2036,15,19,5,5,4,5,5,4,4,4,5,4,4,5,4,4,Satisfied
Male,41,Returning,Business,Business,544,0,9,1,2,4,4,1,5,5,5,3,4,5,1,5,5,Satisfied
Male,39,Returning,Business,Business,431,13,37,3,3,3,4,3,4,4,4,5,3,4,3,4,4,Satisfied
Female,48,Returning,Business,Business,431,0,0,1,1,3,5,1,3,5,3,4,2,3,1,3,3,Satisfied
Male,44,Returning,Business,Business,2647,0,8,3,3,5,5,3,5,5,5,4,3,5,3,5,5,Satisfied
Female,39,Returning,Business,Business,544,0,0,3,3,4,5,3,2,4,2,4,2,2,3,2,2,Satisfied
Female,44,Returning,Business,Business,3890,0,0,3,1,5,4,3,4,4,4,3,4,4,3,4,4,Satisfied
Female,32,Returning,Business,Business,2938,11,1,1,1,3,5,1,5,5,4,5,5,5,1,5,5,Satisfied
Female,24,Returning,Business,Business,2048,0,25,2,5,3,4,2,5,4,3,4,4,4,2,4,5,Satisfied
Female,53,Returning,Business,Business,431,38,33,3,3,3,4,3,5,5,5,3,3,5,3,5,5,Satisfied
Female,48,Returning,Business,Business,2269,0,0,3,1,4,4,3,3,5,4,3,3,3,3,3,3,Satisfied
Female,25,Returning,Business,Business,1630,123,102,3,3,2,3,3,1,3,3,3,3,2,3,3,2,Neutral or Dissatisfied
Male,53,Returning,Business,Business,2705,0,0,1,1,4,4,1,4,4,4,4,2,4,1,4,4,Satisfied
Female,46,Returning,Business,Business,544,0,6,4,4,5,4,4,4,4,4,5,4,4,4,4,4,Satisfied
Male,59,Returning,Business,Business,431,0,0,3,5,3,5,3,5,4,5,4,5,5,3,5,5,Satisfied
Male,58,Returning,Business,Business,3133,0,0,3,3,3,4,3,4,5,4,5,5,4,3,4,4,Satisfied
Male,26,First-time,Business,Business,431,7,0,4,5,4,5,2,4,3,3,3,3,5,4,3,5,Neutral or Dissatisfied
Male,24,Returning,Business,Business,3700,0,0,4,4,4,4,4,3,5,2,5,5,5,4,5,5,Satisfied
Male,55,Returning,Business,Business,3384,0,0,3,3,3,3,3,3,3,3,4,4,3,3,3,3,Neutral or Dissatisfied
Male,24,First-time,Business,Economy,544,0,0,0,2,3,2,4,3,5,2,5,5,5,2,5,5,Neutral or Dissatisfied
Male,50,Returning,Business,Business,2187,0,2,5,5,5,5,5,5,4,5,3,2,5,5,5,5,Satisfied
Male,35,First-time,Business,Business,431,0,32,3,3,3,3,5,4,5,3,5,5,5,3,5,4,Neutral or Dissatisfied
Female,26,First-time,Business,Business,431,17,12,0,3,5,3,1,3,1,5,3,3,5,3,3,4,Neutral or Dissatisfied
Female,51,Returning,Business,Business,431,0,0,5,5,4,4,5,5,4,5,4,3,5,5,5,5,Satisfied
Male,41,Returning,Business,Business,2099,105,169,2,2,4,4,2,4,4,5,4,4,5,2,4,4,Satisfied
Female,71,Returning,Business,Business,431,0,0,5,5,4,3,5,3,2,2,3,4,3,3,3,3,Neutral or Dissatisfied
Female,37,First-time,Business,Business,431,0,7,2,2,4,2,3,5,2,5,2,2,5,2,2,5,Neutral or Dissatisfied
Female,62,Returning,Business,Economy,431,0,14,4,4,2,4,4,3,4,3,4,4,3,3,3,3,Neutral or Dissatisfied
Female,40,Returning,Business,Business,3941,0,0,2,5,3,4,2,3,3,3,4,2,3,3,3,3,Neutral or Dissatisfied
Male,33,Returning,Business,Business,427,8,0,3,3,2,1,3,1,1,1,1,1,3,1,1,4,Neutral or Dissatisfied
Female,20,First-time,Business,Economy,431,0,0,0,0,5,0,2,3,1,3,3,3,5,0,3,5,Satisfied
Male,58,Returning,Business,Business,431,2,12,1,1,3,4,1,4,4,4,3,3,4,1,4,4,Satisfied
Female,40,Returning,Business,Business,431,0,0,1,1,3,5,1,5,5,5,4,4,5,1,5,5,Satisfied
Female,24,First-time,Business,Business,431,0,0,2,5,4,5,1,3,3,5,3,3,5,5,3,4,Satisfied
Male,43,Returning,Business,Economy,544,0,0,3,5,3,1,3,4,1,2,1,1,2,1,1,2,Neutral or Dissatisfied
Male,36,First-time,Business,Economy,431,0,0,2,3,1,3,3,2,3,3,3,3,3,3,3,4,Neutral or Dissatisfied
Female,62,Returning,Business,Business,431,0,16,2,2,4,4,2,3,3,3,2,4,3,3,3,3,Neutral or Dissatisfied
Male,66,Returning,Business,Business,544,0,0,4,4,4,3,4,2,3,3,4,4,2,2,2,2,Neutral or Dissatisfied
Male,42,Returning,Business,Business,3757,0,0,4,4,3,5,4,4,5,4,5,3,4,4,4,4,Satisfied
Female,55,Returning,Business,Business,3095,0,5,5,5,4,5,5,5,4,5,5,3,5,5,5,5,Satisfied
Female,23,First-time,Business,Economy,544,0,7,4,1,1,1,3,3,3,4,3,3,3,1,3,3,Neutral or Dissatisfied
Male,31,Returning,Business,Economy,431,0,0,3,3,3,2,3,1,2,3,2,2,3,2,2,4,Neutral or Dissatisfied
Female,27,Returning,Business,Business,2380,0,0,5,2,2,2,5,2,2,1,2,2,2,2,2,3,Neutral or Dissatisfied
Male,21,First-time,Business,Economy,431,0,0,4,3,3,3,4,1,3,5,3,3,3,3,3,4,Neutral or Dissatisfied
Female,24,Returning,Business,Business,2502,0,0,5,5,1,2,5,1,2,4,2,2,3,2,2,4,Neutral or Dissatisfied
Female,27,First-time,Business,Business,544,0,0,5,5,5,5,3,4,3,3,3,3,4,5,3,4,Satisfied
Male,43,Returning,Business,Business,544,0,0,2,2,4,4,2,5,4,5,3,4,5,2,5,5,Satisfied
Male,39,Returning,Business,Business,431,0,0,2,2,4,5,2,4,4,4,3,5,4,2,4,4,Satisfied
Male,44,First-time,Business,Economy,427,32,36,3,3,4,3,3,2,4,1,4,4,3,3,4,3,Neutral or Dissatisfied
Male,21,First-time,Business,Economy,431,0,0,2,2,3,2,4,4,1,1,3,3,4,3,3,4,Neutral or Dissatisfied
Male,52,Returning,Business,Business,2960,8,0,1,1,1,2,1,4,2,4,4,5,4,4,4,4,Neutral or Dissatisfied
Male,62,Returning,Business,Business,2381,0,0,5,5,2,3,5,3,3,3,2,1,3,3,3,3,Neutral or Dissatisfied
Male,39,Returning,Business,Business,2413,0,20,5,5,4,2,5,4,3,4,4,5,4,4,4,4,Neutral or Dissatisfied
Male,29,Returning,Business,Business,3455,0,0,5,5,5,4,5,3,4,3,4,4,5,5,4,5,Satisfied
Female,46,Returning,Business,Business,427,0,0,3,3,3,4,3,5,4,5,3,3,5,3,5,5,Satisfied
Female,39,Returning,Business,Economy,427,0,0,2,2,2,2,2,4,2,3,2,2,2,2,2,3,Neutral or Dissatisfied
Female,36,First-time,Business,Economy,431,0,0,4,1,3,1,4,3,5,5,5,5,4,1,5,3,Neutral or Dissatisfied
Female,39,Returning,Business,Business,2168,0,22,3,3,2,3,3,4,3,4,1,4,4,3,4,4,Satisfied
Male,26,First-time,Business,Economy,427,0,0,2,2,3,2,3,2,1,5,1,1,3,2,1,3,Neutral or Dissatisfied
Male,18,First-time,Business,Economy,431,28,74,3,2,1,2,3,4,5,1,5,5,4,2,5,4,Neutral or Dissatisfied
Female,58,Returning,Personal,Economy,431,0,0,5,5,4,5,3,2,4,5,5,3,2,5,2,2,Satisfied
Female,31,Returning,Personal,Economy,431,26,9,4,3,3,3,3,4,3,4,3,3,4,3,3,5,Neutral or Dissatisfied
Male,12,Returning,Personal,Economy,431,17,33,5,3,1,3,3,3,5,2,5,5,1,3,5,4,Neutral or Dissatisfied
Male,25,Returning,Personal,Economy,427,122,125,3,5,4,5,4,1,3,2,3,3,3,5,3,4,Satisfied
Male,28,Returning,Personal,Economy,431,0,0,4,0,3,0,2,3,3,2,2,2,4,0,2,4,Satisfied
Male,19,Returning,Personal,Economy,544,15,16,1,2,2,2,3,4,4,2,4,4,4,2,4,4,Neutral or Dissatisfied
Male,17,Returning,Personal,Economy,427,1,0,3,2,2,2,4,3,2,3,2,2,4,2,2,3,Neutral or Dissatisfied
Female,12,Returning,Personal,Economy,427,0,16,2,5,3,5,4,3,1,2,1,1,4,5,1,3,Satisfied
Male,40,Returning,Personal,Economy,431,9,29,1,2,2,2,4,1,1,4,1,1,3,2,1,4,Neutral or Dissatisfied
Male,50,Returning,Personal,Economy,431,0,9,4,5,3,5,5,3,4,3,4,4,4,2,4,4,Neutral or Dissatisfied
Female,52,Returning,Personal,Economy,431,0,0,5,3,3,4,5,4,5,3,4,4,4,3,4,4,Neutral or Dissatisfied
Male,19,Returning,Personal,Economy,427,0,0,4,2,5,2,4,3,3,3,3,3,4,2,3,5,Neutral or Dissatisfied
Male,17,Returning,Personal,Economy,431,5,0,5,2,5,2,5,5,5,4,5,5,5,2,5,5,Neutral or Dissatisfied
Female,16,Returning,Personal,Economy,427,0,0,4,2,4,2,4,1,3,5,3,3,4,2,3,4,Neutral or Dissatisfied
Female,53,Returning,Personal,Economy,427,0,11,4,3,1,2,4,4,3,3,4,3,4,3,4,4,Neutral or Dissatisfied
Male,65,Returning,Personal,Economy,427,20,22,5,3,1,3,3,2,4,1,4,4,1,3,4,5,Neutral or Dissatisfied
Female,23,Returning,Personal,Economy,427,0,0,3,2,2,2,4,1,2,2,2,2,4,2,2,4,Neutral or Dissatisfied
Female,35,Returning,Personal,Economy,431,0,0,2,1,2,1,4,2,1,1,3,3,3,1,3,3,Neutral or Dissatisfied
Male,56,Returning,Personal,Economy,544,0,0,5,2,2,2,4,2,3,1,3,3,3,2,3,3,Neutral or Dissatisfied
Male,70,Returning,Personal,Economy,431,66,76,4,4,1,4,3,3,5,4,5,5,3,3,5,4,Neutral or Dissatisfied
Male,53,Returning,Personal,Economy,431,0,0,4,3,4,3,2,5,2,2,2,2,4,3,2,5,Neutral or Dissatisfied
Female,22,Returning,Personal,Economy,427,0,0,3,0,2,0,3,4,2,2,2,2,4,2,2,2,Neutral or Dissatisfied
Male,64,Returning,Personal,Economy,431,0,8,5,4,5,4,3,4,4,2,4,4,5,4,4,4,Neutral or Dissatisfied
Male,27,Returning,Personal,Economy,427,0,0,2,1,3,1,4,3,2,1,2,2,4,1,2,2,Neutral or Dissatisfied
Female,18,Returning,Personal,Economy,431,0,11,5,3,3,3,2,4,4,3,4,4,4,1,4,4,Neutral or Dissatisfied
Male,39,Returning,Personal,Economy,427,0,0,2,3,3,3,4,3,4,2,4,4,4,1,4,3,Neutral or Dissatisfied
Male,57,Returning,Personal,Economy,427,0,0,0,2,3,2,4,5,4,2,4,4,4,1,4,5,Neutral or Dissatisfied
Male,47,Returning,Business,Business,2625,0,0,3,3,4,5,3,4,5,4,4,4,4,3,4,4,Satisfied
Female,49,Returning,Business,Business,1781,96,113,5,5,3,4,5,4,4,4,4,3,4,5,4,4,Satisfied
Female,62,Returning,Business,Business,2990,41,29,5,5,3,4,5,5,5,4,3,4,5,5,5,5,Satisfied
Female,58,Returning,Business,Business,431,26,15,4,4,5,4,4,5,4,5,3,4,5,4,5,5,Satisfied
Female,38,First-time,Business,Business,431,0,0,1,1,4,1,4,5,5,4,5,5,4,2,5,5,Neutral or Dissatisfied
Female,59,Returning,Business,Business,2584,96,73,4,2,4,5,4,5,4,5,3,3,5,4,5,5,Satisfied
Male,31,Returning,Business,Business,1783,7,0,4,4,5,2,4,3,2,4,2,2,5,4,2,4,Satisfied
Female,46,Returning,Business,Business,2477,0,0,3,3,4,5,3,4,4,4,5,2,4,3,4,4,Satisfied
Female,26,First-time,Business,Business,427,26,29,4,4,2,4,4,2,3,3,3,3,3,4,3,3,Neutral or Dissatisfied
Male,14,Returning,Business,Business,3946,0,0,3,3,4,4,3,3,4,3,4,4,5,3,4,4,Satisfied
Male,50,Returning,Business,Economy Plus,427,0,0,4,2,2,3,2,1,3,5,3,3,3,3,3,3,Neutral or Dissatisfied
Female,50,Returning,Business,Business,544,0,0,5,5,3,5,5,2,5,2,5,5,2,5,2,2,Satisfied
Female,50,Returning,Business,Economy Plus,431,98,82,3,3,1,1,3,2,1,2,2,2,2,2,2,2,Satisfied
Female,16,Returning,Personal,Economy Plus,544,0,8,2,3,3,3,3,3,2,5,2,2,3,3,2,4,Neutral or Dissatisfied
Male,8,Returning,Personal,Economy Plus,427,0,14,4,3,1,3,4,5,2,3,2,2,1,3,2,4,Neutral or Dissatisfied
Male,22,First-time,Business,Economy,888,0,0,3,3,4,3,3,4,2,5,2,2,4,4,2,5,Satisfied
Male,24,First-time,Business,Business,888,36,34,1,3,1,3,3,2,5,1,5,5,3,3,5,3,Neutral or Dissatisfied
Male,21,Returning,Business,Business,888,27,14,5,5,3,4,5,5,4,5,4,4,4,5,4,5,Satisfied
Female,59,Returning,Business,Business,888,0,0,1,1,3,4,1,5,5,4,3,5,5,1,5,5,Satisfied
Male,48,Returning,Business,Business,888,9,12,2,2,5,5,2,4,4,5,5,3,4,2,4,4,Satisfied
Male,30,First-time,Business,Business,888,0,0,3,3,5,3,3,4,1,2,1,1,5,3,1,5,Neutral or Dissatisfied
Female,34,First-time,Business,Business,888,0,16,3,3,3,3,1,5,1,5,1,1,4,3,1,5,Neutral or Dissatisfied
Female,8,Returning,Business,Business,888,0,0,1,1,2,4,1,1,4,4,4,4,3,4,4,4,Neutral or Dissatisfied
Male,58,Returning,Business,Business,888,0,0,4,4,5,5,4,4,5,4,4,2,4,4,4,4,Satisfied
Female,24,First-time,Business,Business,888,0,22,0,5,5,5,1,3,3,4,3,3,5,5,3,5,Satisfied
Female,27,Returning,Business,Business,2562,43,22,2,2,1,1,2,1,1,4,1,1,4,1,1,4,Neutral or Dissatisfied
Female,50,Returning,Business,Economy,888,6,0,4,1,1,3,1,1,4,2,3,5,1,2,1,1,Neutral or Dissatisfied
Female,48,Returning,Business,Business,2963,13,53,3,3,3,3,3,2,3,2,2,1,2,2,2,2,Neutral or Dissatisfied
Male,62,Returning,Personal,Economy,888,38,54,5,5,3,5,1,2,5,5,5,5,4,5,5,1,Satisfied
Female,67,Returning,Personal,Economy,888,0,0,3,3,2,3,1,5,1,3,2,3,5,3,5,3,Neutral or Dissatisfied
Female,29,Returning,Personal,Economy,888,37,38,2,3,1,3,3,2,1,4,1,1,3,3,1,2,Neutral or Dissatisfied
Male,19,Returning,Personal,Economy,888,0,0,1,3,3,3,4,3,3,2,3,3,4,4,3,4,Neutral or Dissatisfied
Male,30,Returning,Personal,Economy,888,0,48,5,3,3,3,3,4,1,3,1,1,5,3,1,4,Neutral or Dissatisfied
Male,40,Returning,Personal,Economy,888,0,17,5,3,4,3,5,4,2,3,2,2,5,3,2,5,Neutral or Dissatisfied
Male,52,Returning,Personal,Economy,888,0,0,4,2,1,2,3,1,2,2,2,2,3,2,2,2,Neutral or Dissatisfied
Female,31,Returning,Personal,Economy,888,0,0,4,4,3,4,3,5,3,5,3,3,4,4,3,4,Neutral or Dissatisfied
Male,61,Returning,Personal,Economy,888,0,0,5,3,5,3,1,4,5,3,5,5,4,3,5,5,Neutral or Dissatisfied
Male,15,First-time,Personal,Economy,888,0,0,4,2,4,2,4,3,5,2,5,5,2,2,5,2,Neutral or Dissatisfied
Male,31,Returning,Personal,Economy,888,0,0,3,3,1,3,4,5,1,5,1,1,5,3,1,3,Neutral or Dissatisfied
Male,28,Returning,Business,Business,888,69,97,2,3,3,4,2,3,4,2,4,4,5,2,4,4,Satisfied
Female,25,Returning,Business,Economy Plus,888,5,14,1,1,1,1,1,3,3,1,1,1,4,1,1,4,Neutral or Dissatisfied
Female,23,Returning,Business,Economy Plus,488,0,20,5,5,2,3,5,2,2,5,3,3,4,3,3,3,Neutral or Dissatisfied
Female,30,Returning,Business,Business,1020,0,3,2,2,5,4,2,3,4,4,4,4,4,2,4,4,Satisfied
Female,56,Returning,Business,Business,1020,0,0,4,5,4,5,5,5,4,5,4,2,5,5,5,5,Satisfied
Male,55,Returning,Business,Business,1020,0,0,3,2,4,4,3,4,4,4,4,3,4,3,4,4,Satisfied
Male,51,Returning,Business,Business,1020,29,41,2,2,3,4,2,4,4,4,4,2,4,2,4,4,Satisfied
Female,57,Returning,Business,Business,1020,0,0,4,4,4,5,4,5,5,5,5,3,5,4,5,5,Satisfied
Male,28,Returning,Business,Business,2072,60,121,5,5,5,5,5,3,5,4,5,5,5,5,5,4,Satisfied
Male,35,First-time,Business,Business,1020,1,0,3,3,5,3,3,5,5,2,5,5,4,3,5,4,Neutral or Dissatisfied
Female,47,Returning,Business,Business,1020,0,0,1,3,3,4,3,5,5,5,5,2,5,3,5,5,Satisfied
Male,59,Returning,Business,Economy,1020,0,0,5,5,1,3,5,2,3,5,3,3,4,3,3,3,Neutral or Dissatisfied
Male,25,Returning,Business,Business,1020,26,26,2,2,2,2,2,4,2,5,2,2,3,2,2,2,Neutral or Dissatisfied
Female,24,First-time,Business,Economy,1020,0,0,4,4,3,4,2,3,2,2,2,2,4,4,2,5,Satisfied
Male,33,Returning,Business,Business,1020,0,0,5,5,2,3,5,4,3,2,3,3,4,3,3,4,Neutral or Dissatisfied
Male,64,Returning,Business,Business,3888,0,0,4,4,4,4,4,3,3,3,4,3,3,3,3,3,Neutral or Dissatisfied
Female,9,First-time,Business,Economy,1020,5,1,2,2,2,2,3,2,2,5,2,2,4,2,2,4,Neutral or Dissatisfied
Female,41,Returning,Business,Business,3107,0,0,2,2,3,5,2,4,4,4,3,5,4,2,4,4,Satisfied
Female,48,Returning,Business,Economy,1020,33,42,5,5,2,3,5,2,4,2,4,1,2,2,2,2,Neutral or Dissatisfied
Female,23,First-time,Business,Economy,620,105,118,0,3,1,3,4,2,1,5,1,1,5,3,1,1,Neutral or Dissatisfied
Male,41,Returning,Business,Economy,620,0,0,5,5,1,5,5,3,5,4,5,5,3,5,5,1,Satisfied
Male,35,First-time,Business,Economy,1020,0,2,3,3,1,3,1,1,2,4,2,2,5,2,2,1,Neutral or Dissatisfied
Male,10,Returning,Personal,Economy,1020,57,58,4,1,4,1,2,1,3,2,3,3,1,1,3,5,Neutral or Dissatisfied
Female,28,Returning,Personal,Economy,1020,39,64,2,1,4,1,4,3,4,2,5,5,3,1,5,3,Neutral or Dissatisfied
Male,22,Returning,Personal,Economy,1020,0,0,2,1,1,1,4,1,2,4,2,2,4,1,2,3,Neutral or Dissatisfied
Male,55,Returning,Personal,Economy,1020,0,25,3,4,4,4,5,5,3,3,3,3,5,4,3,4,Neutral or Dissatisfied
Male,49,Returning,Personal,Economy,1020,18,15,2,4,2,4,3,3,2,3,2,2,3,4,2,3,Neutral or Dissatisfied
Male,19,Returning,Personal,Economy,1020,0,0,0,4,2,4,1,4,4,2,4,4,2,3,4,4,Neutral or Dissatisfied
Female,40,Returning,Business,Business,1020,0,0,2,2,4,4,2,2,4,2,5,3,2,2,2,2,Satisfied
Female,42,Returning,Business,Business,1020,0,5,1,1,4,4,1,4,5,4,4,4,4,1,4,4,Satisfied
Male,41,Returning,Business,Economy Plus,1020,0,14,4,4,2,2,4,1,2,3,2,2,3,2,2,3,Neutral or Dissatisfied
Female,44,Returning,Personal,Economy Plus,1020,0,15,4,2,4,3,3,2,4,2,3,2,2,2,2,2,Neutral or Dissatisfied
Female,25,First-time,Business,Business,502,22,58,5,3,3,3,4,4,1,4,1,1,4,3,1,5,Neutral or Dissatisfied
Male,54,Returning,Business,Business,502,5,31,5,5,4,5,5,4,5,4,5,3,4,5,4,4,Satisfied
Male,14,Returning,Personal,Business,502,17,21,5,2,3,2,3,4,2,3,4,4,5,2,4,5,Neutral or Dissatisfied
Male,65,Returning,Personal,Business,502,0,1,4,4,5,4,3,3,5,4,5,4,3,4,3,2,Neutral or Dissatisfied
Female,50,Returning,Business,Economy,502,0,0,2,2,3,3,2,3,4,3,2,5,3,3,3,3,Neutral or Dissatisfied
Female,26,Returning,Business,Business,502,0,0,5,5,3,4,5,3,4,3,4,4,5,5,4,5,Satisfied
Female,31,Returning,Business,Business,502,0,16,3,5,3,4,3,4,4,3,4,4,5,3,4,4,Satisfied
Female,25,First-time,Business,Business,502,0,0,4,5,5,5,2,5,1,3,1,1,4,5,1,5,Satisfied
Male,27,First-time,Business,Economy,502,12,14,4,1,4,1,4,3,5,5,5,5,3,1,5,3,Neutral or Dissatisfied
Male,48,Returning,Business,Business,1713,32,43,3,3,5,5,3,5,4,5,4,2,5,3,5,5,Satisfied
Female,29,Returning,Business,Business,3802,0,0,2,2,5,4,2,4,4,2,4,4,5,2,4,5,Satisfied
Female,72,Returning,Business,Economy,502,6,0,4,4,2,3,4,1,3,1,2,3,1,1,1,1,Neutral or Dissatisfied
Female,52,Returning,Business,Business,2840,0,0,4,4,4,4,4,5,5,5,5,2,5,4,5,5,Satisfied
Female,50,Returning,Business,Economy,502,0,12,5,5,3,3,5,3,3,3,4,2,3,3,3,3,Neutral or Dissatisfied
Male,26,Returning,Business,Business,2638,0,0,4,4,1,2,4,1,2,5,2,2,3,2,2,3,Neutral or Dissatisfied
Female,53,Returning,Business,Business,1820,0,11,5,5,5,5,5,4,4,4,5,2,4,5,4,4,Satisfied
Male,25,First-time,Business,Business,502,0,0,4,3,5,3,1,5,5,4,5,5,5,3,5,4,Neutral or Dissatisfied
Male,58,Returning,Business,Economy,502,0,0,4,4,3,4,4,4,4,3,4,4,3,4,4,4,Neutral or Dissatisfied
Female,29,First-time,Business,Economy,502,38,41,3,1,3,1,3,4,1,5,1,1,3,2,1,3,Neutral or Dissatisfied
Male,43,Returning,Business,Business,502,0,0,1,1,5,5,1,5,4,5,4,5,5,1,5,5,Satisfied
Female,50,First-time,Business,Economy,502,0,0,2,2,1,2,3,2,4,4,4,4,4,2,4,3,Neutral or Dissatisfied
Male,13,Returning,Business,Economy,502,23,29,4,4,3,3,4,3,1,3,3,3,3,3,3,4,Neutral or Dissatisfied
Female,39,Returning,Business,Business,502,0,0,5,3,3,4,5,4,4,4,4,5,4,5,4,4,Satisfied
Female,41,Returning,Business,Business,502,0,0,4,4,5,5,4,5,5,5,5,4,5,4,5,5,Satisfied
Male,29,First-time,Business,Economy,502,8,68,2,4,4,4,3,4,2,3,2,2,4,4,2,3,Neutral or Dissatisfied
Male,35,Returning,Business,Economy,502,0,0,4,3,1,4,4,1,4,3,4,4,1,4,4,3,Satisfied
Female,76,Returning,Business,Business,2061,0,0,4,4,4,1,4,4,4,4,4,4,4,4,4,3,Satisfied
Female,49,Returning,Business,Business,102,0,0,1,1,1,1,1,4,1,4,1,4,4,1,4,3,Satisfied
Female,55,Returning,Personal,Economy,502,0,8,5,2,5,4,4,4,4,2,5,5,4,2,4,2,Neutral or Dissatisfied
Female,40,Returning,Personal,Economy,502,0,0,5,2,5,2,1,4,4,3,4,4,5,2,4,4,Neutral or Dissatisfied
Male,67,Returning,Personal,Economy,502,0,0,4,4,5,4,3,4,5,3,5,5,4,4,5,5,Neutral or Dissatisfied
Male,41,Returning,Personal,Economy,502,0,0,5,4,3,4,5,3,4,4,4,4,5,4,4,5,Satisfied
Male,19,Returning,Personal,Economy,502,4,0,4,4,5,4,5,5,1,2,2,2,4,4,2,4,Neutral or Dissatisfied
Female,29,Returning,Personal,Economy,502,0,0,5,5,3,5,5,3,2,2,2,2,4,4,2,4,Neutral or Dissatisfied
Male,44,Returning,Personal,Economy,502,0,0,4,4,3,4,1,3,4,4,5,5,4,4,5,5,Neutral or Dissatisfied
Male,50,Returning,Personal,Economy,502,6,17,5,4,3,4,3,5,1,3,1,1,5,4,1,5,Neutral or Dissatisfied
Female,8,Returning,Personal,Economy,502,0,0,3,2,1,2,3,1,3,3,2,2,4,2,2,3,Neutral or Dissatisfied
Female,38,Returning,Personal,Economy,502,17,29,5,3,5,3,2,3,2,4,2,2,5,2,2,4,Neutral or Dissatisfied
Male,17,Returning,Personal,Economy,502,0,0,5,3,5,3,3,5,3,5,3,3,5,3,3,5,Neutral or Dissatisfied
Female,43,Returning,Personal,Economy,502,0,0,4,1,5,5,2,5,5,1,5,3,5,1,5,3,Neutral or Dissatisfied
Female,65,Returning,Personal,Economy,502,51,36,4,3,5,4,3,5,4,3,3,2,5,3,5,2,Neutral or Dissatisfied
Male,11,Returning,Personal,Economy,502,0,3,5,3,3,3,1,3,1,2,1,1,4,3,1,5,Neutral or Dissatisfied
Male,65,Returning,Personal,Economy,502,0,0,4,3,4,3,3,3,1,5,1,1,4,3,1,5,Neutral or Dissatisfied
Male,37,Returning,Personal,Economy,502,0,0,4,2,4,2,3,3,5,4,5,5,4,2,5,4,Neutral or Dissatisfied
Female,59,Returning,Personal,Economy,502,0,0,3,1,4,3,3,2,2,1,4,4,2,1,2,2,Neutral or Dissatisfied
Female,67,Returning,Personal,Economy,502,0,0,5,0,4,4,4,3,4,0,4,3,3,0,3,3,Satisfied
Male,52,Returning,Personal,Economy,502,0,0,5,4,2,4,1,4,3,1,3,3,4,4,3,3,Neutral or Dissatisfied
Male,45,First-time,Business,Business,502,5,0,1,1,3,1,5,5,1,2,1,1,4,1,1,4,Neutral or Dissatisfied
Female,25,First-time,Business,Business,502,0,0,4,3,3,3,3,4,5,5,5,5,5,3,5,5,Neutral or Dissatisfied
Male,34,Returning,Business,Economy Plus,502,0,0,1,1,1,2,1,1,2,2,2,2,4,2,2,3,Neutral or Dissatisfied
Female,27,First-time,Business,Business,502,0,0,2,2,5,2,2,4,3,4,3,3,5,2,3,5,Neutral or Dissatisfied
Male,42,Returning,Business,Economy Plus,102,21,22,5,2,2,4,5,4,5,2,5,5,5,4,5,1,Satisfied
Male,34,Returning,Personal,Economy Plus,502,0,0,5,2,3,2,1,4,1,2,1,1,5,2,1,4,Neutral or Dissatisfied
Male,58,Returning,Business,Business,1997,0,0,2,2,4,5,2,5,4,5,3,2,5,2,5,5,Satisfied
Male,46,Returning,Business,Business,2131,0,0,3,3,3,5,3,5,4,4,3,3,5,3,5,5,Satisfied
Male,23,First-time,Business,Economy,184,28,21,2,2,4,2,2,2,3,3,3,3,2,2,3,1,Neutral or Dissatisfied
Female,26,First-time,Business,Economy,184,0,15,2,3,3,3,2,2,3,5,3,3,2,4,3,2,Neutral or Dissatisfied
Female,31,Returning,Business,Business,184,0,0,4,0,5,5,3,3,5,2,5,5,5,0,5,5,Satisfied
Male,43,Returning,Business,Business,2773,0,0,4,4,5,5,4,5,5,5,5,5,5,4,5,5,Satisfied
Female,61,Returning,Business,Economy,184,0,26,4,4,3,4,4,2,4,2,1,1,2,2,2,2,Neutral or Dissatisfied
Female,65,Returning,Personal,Economy,184,0,3,4,2,3,3,4,1,3,2,3,1,1,2,1,1,Neutral or Dissatisfied
Male,50,Returning,Business,Business,184,0,0,4,4,5,4,4,4,5,4,5,3,4,4,4,4,Satisfied
Male,22,First-time,Business,Economy,589,14,12,0,1,4,1,3,3,5,5,5,5,5,1,5,5,Neutral or Dissatisfied
Male,20,First-time,Business,Business,589,0,0,4,0,4,0,4,4,4,3,4,4,4,0,4,4,Satisfied
Male,57,Returning,Business,Business,589,4,0,2,4,5,4,2,4,4,4,5,4,4,2,4,4,Satisfied
Female,25,First-time,Business,Economy,589,90,90,1,1,3,1,2,4,3,1,3,3,3,1,3,2,Neutral or Dissatisfied
Female,30,First-time,Business,Economy,589,36,40,1,2,3,2,3,4,2,4,2,2,4,2,2,3,Neutral or Dissatisfied
